domain,contrast,metric,ci_low,median,ci_high
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,automatic_accuracy,-0.012304145010071385,-0.0086154595735769,-0.005160868772706593
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,compute_sensor_budget,-0.12038840739908974,-0.10795787009947339,-0.09583681444792183
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,coverage,0.12778241926389583,0.14394382679929785,0.1605178765321197
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,error_on_non_deferred,0.0051608687727065505,0.008615459573576876,0.012304145010071443
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,false_intervention_rate,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,human_review_cost,-0.16051787653211963,-0.14394382679929785,-0.1277824192638958
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,near_miss_surrogate_rate,0.00468110005851375,0.0076112412177985955,0.010557184750733138
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,preservation_when_no_change_needed,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine_vs_entropy_human_review,safe_decision_rate,-0.010557184750733088,-0.007611241217798659,-0.004681100058513743
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,automatic_accuracy,-0.012304145010071385,-0.0086154595735769,-0.005160868772706593
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,compute_sensor_budget,-0.12038840739908974,-0.10795787009947339,-0.09583681444792183
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,coverage,0.12778241926389583,0.14394382679929785,0.1605178765321197
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,error_on_non_deferred,0.0051608687727065505,0.008615459573576876,0.012304145010071443
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,false_intervention_rate,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,human_review_cost,-0.16051787653211963,-0.14394382679929785,-0.1277824192638958
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,near_miss_surrogate_rate,0.00468110005851375,0.0076112412177985955,0.010557184750733138
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,preservation_when_no_change_needed,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine_vs_gradient_human_review,safe_decision_rate,-0.010557184750733088,-0.007611241217798659,-0.004681100058513743
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,automatic_accuracy,-0.015218964430218964,-0.010566888501486182,-0.00616576122600914
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,compute_sensor_budget,-0.1283704572098476,-0.11518171160609614,-0.10281044593209664
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,coverage,0.1370805945761289,0.15357561547479492,0.17116060961313018
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,error_on_non_deferred,0.006165761226009137,0.010566888501486139,0.01521896443021894
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,false_intervention_rate,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,human_review_cost,-0.17116060961313015,-0.15357561547479487,-0.13708059457612887
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,near_miss_surrogate_rate,0.0058337191953490766,0.00936768149882904,0.012924876440835982
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,preservation_when_no_change_needed,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine_vs_entropy_human_review,safe_decision_rate,-0.012924876440836014,-0.00936768149882905,-0.005833719195349034
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,automatic_accuracy,-0.015218964430218964,-0.010566888501486182,-0.00616576122600914
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,compute_sensor_budget,-0.1283704572098476,-0.11518171160609614,-0.10281044593209664
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,coverage,0.1370805945761289,0.15357561547479492,0.17116060961313018
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,error_on_non_deferred,0.006165761226009137,0.010566888501486139,0.01521896443021894
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,false_intervention_rate,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,human_review_cost,-0.17116060961313015,-0.15357561547479487,-0.13708059457612887
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,near_miss_surrogate_rate,0.0058337191953490766,0.00936768149882904,0.012924876440835982
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,preservation_when_no_change_needed,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine_vs_gradient_human_review,safe_decision_rate,-0.012924876440836014,-0.00936768149882905,-0.005833719195349034
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,automatic_accuracy,-0.005807444286937693,-0.003888158848931178,-0.0022523655726461368
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,compute_sensor_budget,-0.10758123910796744,-0.10103915383187975,-0.09434049808553041
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,coverage,0.1257873307807072,0.13471887177583963,0.14344165214395646
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,error_on_non_deferred,0.0022523655726461225,0.0038881588489311355,0.005807444286937645
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,false_intervention_rate,0.0,0.0,0.0
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,human_review_cost,-0.14344165214395657,-0.1347188717758397,-0.1257873307807072
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,near_miss_surrogate_rate,0.002225519287833828,0.0035243925060285657,0.005009299676280033
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,preservation_when_no_change_needed,0.0,0.0,0.0
vision_digits_perception,rho_guided_guarded_refine_vs_entropy_human_review,safe_decision_rate,-0.005009299676280043,-0.0035243925060285397,-0.002225519287833766
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,automatic_accuracy,-0.005811429707831534,-0.00389011982509313,-0.0022563950396589484
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,compute_sensor_budget,-0.10759683245459245,-0.10031994938123254,-0.09268141593141155
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,coverage,0.12411701229553733,0.1339020771513354,0.1433366111689493
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,error_on_non_deferred,0.002256395039658987,0.0038901198250931427,0.005811429707831523
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,false_intervention_rate,-0.0014836864055764953,0.0007419773696902277,0.0027885217262767436
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,human_review_cost,-0.14333661116894933,-0.13390207715133529,-0.12411701229553739
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,near_miss_surrogate_rate,0.002225519287833828,0.0035243925060285657,0.005009299676280033
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,preservation_when_no_change_needed,0.0,0.0,0.0
vision_digits_perception,rho_guided_guarded_refine_vs_gradient_human_review,safe_decision_rate,-0.005009299676280043,-0.0035243925060285397,-0.002225519287833766
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,automatic_accuracy,-0.021136017071176978,-0.016251453981742547,-0.012121885849757482
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,compute_sensor_budget,-0.1290156841342789,-0.12221758400202154,-0.11521228969737342
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,coverage,0.15361638626316448,0.1629567786693621,0.17202091217903845
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,error_on_non_deferred,0.012121885849757508,0.016251453981742554,0.02113601707117699
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,false_intervention_rate,0.0,0.0,0.0
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,human_review_cost,-0.17202091217903856,-0.16295677866936206,-0.15361638626316457
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,near_miss_surrogate_rate,0.008900385227255617,0.011867235305025033,0.015584487881760105
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,preservation_when_no_change_needed,-0.0006755235307362994,-0.00022449208948233101,0.0
vision_digits_perception,rho_guided_review_or_refine_vs_entropy_human_review,safe_decision_rate,-0.018193036680150876,-0.014097570024114214,-0.01038956220926171
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,automatic_accuracy,-0.021140243472205864,-0.016252979153197955,-0.012124581596083884
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,compute_sensor_budget,-0.12922477670669774,-0.12162538734171009,-0.1132396263764065
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,coverage,0.15173296533016836,0.1624779759870143,0.17229244153983128
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,error_on_non_deferred,0.01212458159608388,0.016252979153197913,0.021140243472205847
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,false_intervention_rate,-0.0014836864055764953,0.0007419773696902277,0.0027885217262767436
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,human_review_cost,-0.17229244153983128,-0.16247797598701427,-0.1517329653301684
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,near_miss_surrogate_rate,0.008900385227255617,0.011867235305025033,0.015584487881760105
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,preservation_when_no_change_needed,-0.0006755235307362994,-0.00022449208948233101,0.0
vision_digits_perception,rho_guided_review_or_refine_vs_gradient_human_review,safe_decision_rate,-0.018193036680150876,-0.014097570024114214,-0.01038956220926171
